anno,PROVINCIA,COMUNE,ISTAT_COD,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,RD(kg),RI(kg),RU(kg),RD(%),RI(kg/ab),RU(kg/ab)
2016,MO,SOLIERA,8036044,8,36,44,44.747682,10.941450,15483,5441506,846307,6287813,86.5,55,406
2010,MO,SPILAMBERTO,8036045,8,36,45,44.536668,11.000619,12318,3867104,3676290,7543394,51.3,298,612
2011,MO,SPILAMBERTO,8036045,8,36,45,44.536668,11.000619,12455,4119244,3548610,7667854,53.7,285,616
2012,MO,SPILAMBERTO,8036045,8,36,45,44.536668,11.000619,12555,4121435,2847760,6969195,59.1,227,555
2013,MO,SPILAMBERTO,8036045,8,36,45,44.536668,11.000619,12527,4919836,2696340,7616176,64.6,215,608
2014,MO,SPILAMBERTO,8036045,8,36,45,44.536668,11.000619,12579,4844899,2510590,7355489,65.9,200,585
2015,MO,SPILAMBERTO,8036045,8,36,45,44.536668,11.000619,12624,5373691,2623110,7996801,67.2,208,633
2016,MO,SPILAMBERTO,8036045,8,36,45,44.536668,11.000619,12789,5134819,2670731,7805550,65.8,209,610
2010,MO,VIGNOLA,8036046,8,36,46,44.486989,10.996307,24802,7264784,8738851,16003635,45.4,352,645
2011,MO,VIGNOLA,8036046,8,36,46,44.486989,10.996307,25132,7932553,7644770,15577323,50.9,304,620
2012,MO,VIGNOLA,8036046,8,36,46,44.486989,10.996307,25222,7436095,7576716,15012811,49.5,300,595
2013,MO,VIGNOLA,8036046,8,36,46,44.486989,10.996307,25051,9115582,7432230,16547812,55.1,297,661
2014,MO,VIGNOLA,8036046,8,36,46,44.486989,10.996307,25306,9517978,7203180,16721158,56.9,285,661
2015,MO,VIGNOLA,8036046,8,36,46,44.486989,10.996307,25379,9776708,6587920,16364628,59.7,260,645
2016,MO,VIGNOLA,8036046,8,36,46,44.486989,10.996307,25433,8662673,6352422,15015095,57.7,250,590
2010,MO,ZOCCA,8036047,8,36,47,44.360769,10.994819,5024,1613376,1993890,3607266,44.7,397,718
2011,MO,ZOCCA,8036047,8,36,47,44.360769,10.994819,5018,1587678,1982780,3570458,44.5,395,712
2012,MO,ZOCCA,8036047,8,36,47,44.360769,10.994819,5019,1415924,1909770,3325694,42.6,381,663
2013,MO,ZOCCA,8036047,8,36,47,44.360769,10.994819,4896,981080,1615280,2596360,37.8,330,530
2014,MO,ZOCCA,8036047,8,36,47,44.360769,10.994819,4841,1158191,1225240,2383431,48.6,253,492
2015,MO,ZOCCA,8036047,8,36,47,44.360769,10.994819,4728,1086283,1208620,2294903,47.3,256,485
2016,MO,ZOCCA,8036047,8,36,47,44.360769,10.994819,4633,1123703,1204300,2328003,48.3,260,502
2010,BO,ANZOLA DELL'EMILIA,8037001,8,37,1,44.565155,11.193442,11988,3877074,4189300,8066374,48.1,349,673
2011,BO,ANZOLA DELL'EMILIA,8037001,8,37,1,44.565155,11.193442,12131,3716805,3934950,7651755,48.6,324,631
2012,BO,ANZOLA DELL'EMILIA,8037001,8,37,1,44.565155,11.193442,12168,3642864,3603540,7246404,50.3,296,596
2013,BO,ANZOLA DELL'EMILIA,8037001,8,37,1,44.565155,11.193442,12251,4230183,3277210,7507393,56.3,268,613
2014,BO,ANZOLA DELL'EMILIA,8037001,8,37,1,44.565155,11.193442,12289,4869671,2037010,6906681,70.5,166,562
2015,BO,ANZOLA DELL'EMILIA,8037001,8,37,1,44.565155,11.193442,12289,5089190,1602490,6691680,76.1,130,545
2016,BO,ANZOLA DELL'EMILIA,8037001,8,37,1,44.565155,11.193442,12299,7639979,1608930,9248909,82.6,131,752
2010,BO,ARGELATO,8037002,8,37,2,44.631288,11.332429,9744,3295289,2319000,5614289,58.7,238,576
2011,BO,ARGELATO,8037002,8,37,2,44.631288,11.332429,9745,3181982,2109310,5291292,60.1,216,543
2012,BO,ARGELATO,8037002,8,37,2,44.631288,11.332429,9827,2990064,2023520,5013584,59.6,206,510
2013,BO,ARGELATO,8037002,8,37,2,44.631288,11.332429,9747,3083556,2320310,5403866,57.1,238,554
2014,BO,ARGELATO,8037002,8,37,2,44.631288,11.332429,9797,3035152,2495210,5530362,54.9,255,564
2015,BO,ARGELATO,8037002,8,37,2,44.631288,11.332429,9850,3859970,2305430,6165400,62.6,234,626
2016,BO,ARGELATO,8037002,8,37,2,44.631288,11.332429,9846,3781903,1628890,5410793,69.9,165,550
2010,BO,BARICELLA,8037003,8,37,3,44.668576,11.571519,6739,1214081,2373220,3587301,33.8,352,532
2011,BO,BARICELLA,8037003,8,37,3,44.668576,11.571519,6867,1109542,2219320,3328862,33.3,323,485
2012,BO,BARICELLA,8037003,8,37,3,44.668576,11.571519,6939,1355339,1833960,3189299,42.5,264,460
2013,BO,BARICELLA,8037003,8,37,3,44.668576,11.571519,6923,1750824,695190,2446014,71.6,100,353
2014,BO,BARICELLA,8037003,8,37,3,44.668576,11.571519,6946,1872646,796150,2668796,70.2,115,384
2015,BO,BARICELLA,8037003,8,37,3,44.668576,11.571519,6949,1941469,809010,2750479,70.6,116,396
2016,BO,BARICELLA,8037003,8,37,3,44.668576,11.571519,7011,2223695,853490,3077185,72.3,122,439
2010,BO,BENTIVOGLIO,8037005,8,37,5,44.632969,11.422837,5283,2620798,3333709,5954507,44.0,631,1127
2011,BO,BENTIVOGLIO,8037005,8,37,5,44.632969,11.422837,5399,2620494,2848028,5468522,47.9,528,1013
2012,BO,BENTIVOGLIO,8037005,8,37,5,44.632969,11.422837,5508,2831372,2906918,5738290,49.3,528,1042
2013,BO,BENTIVOGLIO,8037005,8,37,5,44.632969,11.422837,5489,3222751,1801944,5024695,64.1,328,915
2014,BO,BENTIVOGLIO,8037005,8,37,5,44.632969,11.422837,5538,3814331,1110884,4925215,77.4,201,889
2015,BO,BENTIVOGLIO,8037005,8,37,5,44.632969,11.422837,5482,3920495,1333462,5253957,74.6,243,958
2016,BO,BENTIVOGLIO,8037005,8,37,5,44.632969,11.422837,5516,3984797,1315701,5300498,75.2,239,961
2010,BO,BOLOGNA,8037006,8,37,6,44.497990,11.333418,380181,73633968,137708156,211342124,34.8,362,556
2011,BO,BOLOGNA,8037006,8,37,6,44.497990,11.333418,382784,70809078,131513068,202322146,35.0,344,529
2012,BO,BOLOGNA,8037006,8,37,6,44.497990,11.333418,385329,69964911,127430641,197395552,35.4,331,512
2013,BO,BOLOGNA,8037006,8,37,6,44.497990,11.333418,384202,80205028,124286219,204491247,39.2,323,532
2014,BO,BOLOGNA,8037006,8,37,6,44.497990,11.333418,386181,87628045,126483809,214111854,40.9,328,554
2015,BO,BOLOGNA,8037006,8,37,6,44.497990,11.333418,386663,97448198,119816337,217264535,44.9,310,562
2016,BO,BOLOGNA,8037006,8,37,6,44.497990,11.333418,388367,102462807,120561243,223024050,45.9,310,574
2010,BO,BORGO TOSSIGNANO,8037007,8,37,7,44.272079,11.610606,3323,1123615,1339489,2463104,45.6,403,741
2011,BO,BORGO TOSSIGNANO,8037007,8,37,7,44.272079,11.610606,3347,900562,1386265,2286827,39.4,414,683
2012,BO,BORGO TOSSIGNANO,8037007,8,37,7,44.272079,11.610606,3376,813265,1294308,2107573,38.6,383,624
2013,BO,BORGO TOSSIGNANO,8037007,8,37,7,44.272079,11.610606,3329,962050,1240343,2202393,43.7,373,662
2014,BO,BORGO TOSSIGNANO,8037007,8,37,7,44.272079,11.610606,3315,898473,1224216,2122689,42.3,369,640
2015,BO,BORGO TOSSIGNANO,8037007,8,37,7,44.272079,11.610606,3292,840182,1194205,2034387,41.3,363,618
2016,BO,BORGO TOSSIGNANO,8037007,8,37,7,44.272079,11.610606,3282,823336,1192613,2015949,40.8,363,614
2010,BO,BUDRIO,8037008,8,37,8,44.562597,11.546163,17994,3758606,6800730,10559336,35.6,378,587
2011,BO,BUDRIO,8037008,8,37,8,44.562597,11.546163,18208,3917446,6246450,10163896,38.5,343,558
2012,BO,BUDRIO,8037008,8,37,8,44.562597,11.546163,18343,3904711,6054170,9958881,39.2,330,543
2013,BO,BUDRIO,8037008,8,37,8,44.562597,11.546163,18354,4799402,5164970,9964372,48.2,281,543
2014,BO,BUDRIO,8037008,8,37,8,44.562597,11.546163,18426,6451052,1841270,8292322,77.8,100,450
2015,BO,BUDRIO,8037008,8,37,8,44.562597,11.546163,18407,7212775,1936630,9149405,78.8,105,497
2016,BO,BUDRIO,8037008,8,37,8,44.562597,11.546163,18536,7908913,1709350,9618263,82.2,92,519
2010,BO,CALDERARA DI RENO,8037009,8,37,9,44.568429,11.274228,13163,3492426,5109030,8601456,40.6,388,653
2011,BO,CALDERARA DI RENO,8037009,8,37,9,44.568429,11.274228,13218,3890495,4434290,8324785,46.7,335,630
2012,BO,CALDERARA DI RENO,8037009,8,37,9,44.568429,11.274228,13355,4089898,4195390,8285288,49.4,314,620
2013,BO,CALDERARA DI RENO,8037009,8,37,9,44.568429,11.274228,13379,4521177,3910410,8431587,53.6,292,630
2014,BO,CALDERARA DI RENO,8037009,8,37,9,44.568429,11.274228,13337,4836797,3911400,8748197,55.3,293,656
2015,BO,CALDERARA DI RENO,8037009,8,37,9,44.568429,11.274228,13276,5415144,3834630,9249774,58.5,289,697
2016,BO,CALDERARA DI RENO,8037009,8,37,9,44.568429,11.274228,13332,5273761,2178860,7452621,70.8,163,559
2010,BO,CAMUGNANO,8037010,8,37,10,44.152886,11.095936,2037,286643,1036697,1323340,21.7,509,650
2011,BO,CAMUGNANO,8037010,8,37,10,44.152886,11.095936,2011,279164,971039,1250203,22.3,483,622
2012,BO,CAMUGNANO,8037010,8,37,10,44.152886,11.095936,1954,265582,918580,1184162,22.4,470,606
2013,BO,CAMUGNANO,8037010,8,37,10,44.152886,11.095936,1965,283728,953794,1237522,22.9,485,630
2014,BO,CAMUGNANO,8037010,8,37,10,44.152886,11.095936,1938,319401,894553,1213954,26.3,462,626
2015,BO,CAMUGNANO,8037010,8,37,10,44.152886,11.095936,1885,346265,859098,1205363,28.7,456,639
2016,BO,CAMUGNANO,8037010,8,37,10,44.152886,11.095936,1850,453979,837626,1291605,35.1,453,698
2010,BO,CASALECCHIO DI RENO,8037011,8,37,11,44.470949,11.265392,35761,7307834,10720535,18028369,40.5,300,504
2011,BO,CASALECCHIO DI RENO,8037011,8,37,11,44.470949,11.265392,36264,6946136,10477305,17423441,39.9,289,480
2012,BO,CASALECCHIO DI RENO,8037011,8,37,11,44.470949,11.265392,36425,6402793,10403080,16805873,38.1,286,461
2013,BO,CASALECCHIO DI RENO,8037011,8,37,11,44.470949,11.265392,36312,8231363,6043200,14274563,57.7,166,393
2014,BO,CASALECCHIO DI RENO,8037011,8,37,11,44.470949,11.265392,36252,8746110,4346210,13092320,66.8,120,361
2015,BO,CASALECCHIO DI RENO,8037011,8,37,11,44.470949,11.265392,36349,8855626,4334640,13190266,67.1,119,363
2016,BO,CASALECCHIO DI RENO,8037011,8,37,11,44.470949,11.265392,36492,8559351,4449510,13008861,65.8,122,356
2010,BO,CASALFIUMANESE,8037012,8,37,12,44.294775,11.536047,3477,928780,1368357,2297137,40.4,394,661
2011,BO,CASALFIUMANESE,8037012,8,37,12,44.294775,11.536047,3490,958526,1471175,2429701,39.5,422,696
2012,BO,CASALFIUMANESE,8037012,8,37,12,44.294775,11.536047,3483,1087959,1388018,2475977,43.9,399,711
2013,BO,CASALFIUMANESE,8037012,8,37,12,44.294775,11.536047,3469,1345504,1272771,2618275,51.4,367,755
2014,BO,CASALFIUMANESE,8037012,8,37,12,44.294775,11.536047,3447,1406973,1123892,2530865,55.6,326,734
2015,BO,CASALFIUMANESE,8037012,8,37,12,44.294775,11.536047,3438,1434210,1038268,2472478,58.0,302,719
2016,BO,CASALFIUMANESE,8037012,8,37,12,44.294775,11.536047,3452,1173613,1076677,2250290,52.2,312,652
2010,BO,CASTEL D'AIANO,8037013,8,37,13,44.279525,11.016219,1974,374886,854901,1229787,30.5,433,623
2011,BO,CASTEL D'AIANO,8037013,8,37,13,44.279525,11.016219,1957,455084,829640,1284724,35.4,424,656
2012,BO,CASTEL D'AIANO,8037013,8,37,13,44.279525,11.016219,1940,465018,756908,1221926,38.1,390,630
2013,BO,CASTEL D'AIANO,8037013,8,37,13,44.279525,11.016219,1927,481486,750130,1231616,39.1,389,639
2014,BO,CASTEL D'AIANO,8037013,8,37,13,44.279525,11.016219,1898,481789,755904,1237693,38.9,398,652
2015,BO,CASTEL D'AIANO,8037013,8,37,13,44.279525,11.016219,1906,493860,725688,1219548,40.5,381,640
2016,BO,CASTEL D'AIANO,8037013,8,37,13,44.279525,11.016219,1871,505167,683457,1188624,42.5,365,635
2010,BO,CASTEL DEL RIO,8037014,8,37,14,44.205580,11.495413,1260,366622,531214,897836,40.8,422,713
2011,BO,CASTEL DEL RIO,8037014,8,37,14,44.205580,11.495413,1247,410598,458643,869241,47.2,368,697
2012,BO,CASTEL DEL RIO,8037014,8,37,14,44.205580,11.495413,1240,423021,464133,887154,47.7,374,715
2013,BO,CASTEL DEL RIO,8037014,8,37,14,44.205580,11.495413,1221,341607,471212,812819,42.0,386,666
2014,BO,CASTEL DEL RIO,8037014,8,37,14,44.205580,11.495413,1216,493453,450701,944154,52.3,371,776
2015,BO,CASTEL DEL RIO,8037014,8,37,14,44.205580,11.495413,1247,571419,446337,1017756,56.1,358,816
2016,BO,CASTEL DEL RIO,8037014,8,37,14,44.205580,11.495413,1252,390799,459587,850386,46.0,367,679
2010,BO,CASTEL DI CASIO,8037015,8,37,15,44.159476,11.022505,3526,512254,1337726,1849980,27.7,379,525
2011,BO,CASTEL DI CASIO,8037015,8,37,15,44.159476,11.022505,3527,461969,1269225,1731194,26.7,360,491
2012,BO,CASTEL DI CASIO,8037015,8,37,15,44.159476,11.022505,3494,505566,1074139,1579705,32.0,307,452
2013,BO,CASTEL DI CASIO,8037015,8,37,15,44.159476,11.022505,3462,619712,956769,1576481,39.3,276,455
2014,BO,CASTEL DI CASIO,8037015,8,37,15,44.159476,11.022505,3451,703811,986680,1690491,41.6,286,490
2015,BO,CASTEL DI CASIO,8037015,8,37,15,44.159476,11.022505,3459,648054,975450,1623504,39.9,282,469
2016,BO,CASTEL DI CASIO,8037015,8,37,15,44.159476,11.022505,3431,655079,939335,1594414,41.1,274,465
2010,BO,CASTEL GUELFO DI BOLOGNA,8037016,8,37,16,44.444645,11.661869,4279,1954646,1983069,3937715,49.6,463,920
2011,BO,CASTEL GUELFO DI BOLOGNA,8037016,8,37,16,44.444645,11.661869,4365,2132796,1855449,3988245,53.5,425,914
2012,BO,CASTEL GUELFO DI BOLOGNA,8037016,8,37,16,44.444645,11.661869,4408,2736783,1552869,4289652,63.8,352,973
2013,BO,CASTEL GUELFO DI BOLOGNA,8037016,8,37,16,44.444645,11.661869,4445,2794593,1368747,4163340,67.1,308,937
2014,BO,CASTEL GUELFO DI BOLOGNA,8037016,8,37,16,44.444645,11.661869,4489,3158558,1433582,4592140,68.8,319,1023
2015,BO,CASTEL GUELFO DI BOLOGNA,8037016,8,37,16,44.444645,11.661869,4458,3457484,1463576,4921060,70.3,328,1104
2016,BO,CASTEL GUELFO DI BOLOGNA,8037016,8,37,16,44.444645,11.661869,4486,3071799,1401794,4473593,68.7,312,997
2010,BO,CASTELLO D'ARGILE,8037017,8,37,17,44.685923,11.308944,6419,953035,1999890,2952925,32.3,312,460
2011,BO,CASTELLO D'ARGILE,8037017,8,37,17,44.685923,11.308944,6527,1116886,1597550,2714436,41.1,245,416
2012,BO,CASTELLO D'ARGILE,8037017,8,37,17,44.685923,11.308944,6524,1120251,1649150,2769401,40.5,253,424
2013,BO,CASTELLO D'ARGILE,8037017,8,37,17,44.685923,11.308944,6516,1716817,911853,2628670,65.3,140,403
2014,BO,CASTELLO D'ARGILE,8037017,8,37,17,44.685923,11.308944,6549,2010897,671270,2682167,75.0,102,410
2015,BO,CASTELLO D'ARGILE,8037017,8,37,17,44.685923,11.308944,6555,2019160,790230,2809390,71.9,121,429
2016,BO,CASTELLO D'ARGILE,8037017,8,37,17,44.685923,11.308944,6567,2080666,789540,2870206,72.5,120,437
2010,BO,CASTEL MAGGIORE,8037019,8,37,19,44.571921,11.353954,17466,3385381,5474881,8860262,38.2,313,507
2011,BO,CASTEL MAGGIORE,8037019,8,37,19,44.571921,11.353954,17770,3728687,5139790,8868477,42.0,289,499
2012,BO,CASTEL MAGGIORE,8037019,8,37,19,44.571921,11.353954,17830,3929374,4714750,8644124,45.5,264,485
2013,BO,CASTEL MAGGIORE,8037019,8,37,19,44.571921,11.353954,17929,4387527,4814815,9202342,47.7,269,513
2014,BO,CASTEL MAGGIORE,8037019,8,37,19,44.571921,11.353954,18036,4151931,4795330,8947261,46.4,266,496
2015,BO,CASTEL MAGGIORE,8037019,8,37,19,44.571921,11.353954,18231,4146972,5080590,9227562,44.9,279,506
2016,BO,CASTEL MAGGIORE,8037019,8,37,19,44.571921,11.353954,18342,7947360,3188785,11136145,71.4,174,607
2010,BO,CASTEL SAN PIETRO TERME,8037020,8,37,20,44.396201,11.548168,20673,6494903,8248983,14743886,44.1,399,713
2011,BO,CASTEL SAN PIETRO TERME,8037020,8,37,20,44.396201,11.548168,20827,6724991,7764736,14489727,46.4,373,696
2012,BO,CASTEL SAN PIETRO TERME,8037020,8,37,20,44.396201,11.548168,20871,6740364,7379452,14119816,47.7,354,677
2013,BO,CASTEL SAN PIETRO TERME,8037020,8,37,20,44.396201,11.548168,20842,7718377,7060884,14779261,52.2,339,709
2014,BO,CASTEL SAN PIETRO TERME,8037020,8,37,20,44.396201,11.548168,20852,8080654,7009208,15089862,53.6,336,724
2015,BO,CASTEL SAN PIETRO TERME,8037020,8,37,20,44.396201,11.548168,20827,9395427,7128966,16524393,56.9,342,793
2016,BO,CASTEL SAN PIETRO TERME,8037020,8,37,20,44.396201,11.548168,20895,8593637,7306152,15899789,54.0,350,761
2010,BO,CASTENASO,8037021,8,37,21,44.511188,11.465172,14315,4250586,4560750,8811336,48.2,319,616
2011,BO,CASTENASO,8037021,8,37,21,44.511188,11.465172,14461,3910027,4318680,8228707,47.5,299,569
2012,BO,CASTENASO,8037021,8,37,21,44.511188,11.465172,14597,3925327,4264560,8189887,47.9,292,561
2013,BO,CASTENASO,8037021,8,37,21,44.511188,11.465172,14618,4552704,4355860,8908564,51.1,298,609
2014,BO,CASTENASO,8037021,8,37,21,44.511188,11.465172,14784,4932236,4660780,9593016,51.4,315,649
2015,BO,CASTENASO,8037021,8,37,21,44.511188,11.465172,14942,7025015,3668790,10693805,65.7,246,716
2016,BO,CASTENASO,8037021,8,37,21,44.511188,11.465172,15200,6520625,2926360,9446985,69.0,193,622
2010,BO,CASTIGLIONE DEI PEPOLI,8037022,8,37,22,44.150608,11.183088,5965,1019417,2799397,3818814,26.7,469,640
2011,BO,CASTIGLIONE DEI PEPOLI,8037022,8,37,22,44.150608,11.183088,5987,1232058,2564526,3796584,32.5,428,634
2012,BO,CASTIGLIONE DEI PEPOLI,8037022,8,37,22,44.150608,11.183088,5924,1326888,2358629,3685517,36.0,398,622
2013,BO,CASTIGLIONE DEI PEPOLI,8037022,8,37,22,44.150608,11.183088,5845,1336363,2308141,3644504,36.7,395,624
2014,BO,CASTIGLIONE DEI PEPOLI,8037022,8,37,22,44.150608,11.183088,5744,1322727,2292077,3614804,36.6,399,629
2015,BO,CASTIGLIONE DEI PEPOLI,8037022,8,37,22,44.150608,11.183088,5654,1316882,2310631,3627513,36.3,409,642
2016,BO,CASTIGLIONE DEI PEPOLI,8037022,8,37,22,44.150608,11.183088,5547,1210160,2164685,3374845,35.9,390,608
2010,BO,CREVALCORE,8037024,8,37,24,44.752460,11.185790,13686,4048342,4182820,8231162,49.2,306,601
2011,BO,CREVALCORE,8037024,8,37,24,44.752460,11.185790,13733,4005127,3707010,7712137,51.9,270,562
2012,BO,CREVALCORE,8037024,8,37,24,44.752460,11.185790,13664,3841269,3510470,7351739,52.2,257,538
2013,BO,CREVALCORE,8037024,8,37,24,44.752460,11.185790,13558,4054471,3406980,7461451,54.3,251,550
2014,BO,CREVALCORE,8037024,8,37,24,44.752460,11.185790,13504,4861242,1816220,6677462,72.8,134,494
2015,BO,CREVALCORE,8037024,8,37,24,44.752460,11.185790,13507,5226552,1772590,6999142,74.7,131,518
2016,BO,CREVALCORE,8037024,8,37,24,44.752460,11.185790,13511,5822859,1782320,7605179,76.6,132,563
2010,BO,DOZZA,8037025,8,37,25,44.382570,11.637445,6517,3191980,2984021,6176001,51.7,458,948
2011,BO,DOZZA,8037025,8,37,25,44.382570,11.637445,6543,3389742,2854605,6244347,54.3,436,954
2012,BO,DOZZA,8037025,8,37,25,44.382570,11.637445,6564,3048745,2727963,5776708,52.8,416,880
2013,BO,DOZZA,8037025,8,37,25,44.382570,11.637445,6546,3755014,2396592,6151606,61.0,366,940
2014,BO,DOZZA,8037025,8,37,25,44.382570,11.637445,6624,3521886,2192423,5714309,61.6,331,863
2015,BO,DOZZA,8037025,8,37,25,44.382570,11.637445,6660,4148684,2051032,6199716,66.9,308,931
2016,BO,DOZZA,8037025,8,37,25,44.382570,11.637445,6640,3127484,2152938,5280422,59.2,324,795
2010,BO,FONTANELICE,8037026,8,37,26,44.251862,11.545253,1920,929106,641908,1571014,59.1,334,818
2011,BO,FONTANELICE,8037026,8,37,26,44.251862,11.545253,1966,855504,698362,1553866,55.1,355,790
2012,BO,FONTANELICE,8037026,8,37,26,44.251862,11.545253,1954,709295,654698,1363993,52.0,335,698
2013,BO,FONTANELICE,8037026,8,37,26,44.251862,11.545253,1948,872554,649297,1521851,57.3,333,781
2014,BO,FONTANELICE,8037026,8,37,26,44.251862,11.545253,1984,705263,655068,1360331,51.8,330,686
2015,BO,FONTANELICE,8037026,8,37,26,44.251862,11.545253,1943,730344,664541,1394885,52.4,342,718
2016,BO,FONTANELICE,8037026,8,37,26,44.251862,11.545253,1918,474057,679279,1153336,41.1,354,601
2010,BO,GAGGIO MONTANO,8037027,8,37,27,44.218404,10.981167,5131,1104416,2487694,3592110,30.7,485,700
2011,BO,GAGGIO MONTANO,8037027,8,37,27,44.218404,10.981167,5140,1293706,2521972,3815678,33.9,491,742
2012,BO,GAGGIO MONTANO,8037027,8,37,27,44.218404,10.981167,5136,1626562,1740824,3367386,48.3,339,656
2013,BO,GAGGIO MONTANO,8037027,8,37,27,44.218404,10.981167,5004,1715037,1599127,3314164,51.7,320,662
2014,BO,GAGGIO MONTANO,8037027,8,37,27,44.218404,10.981167,4914,1962410,1607595,3570005,55.0,327,726
2015,BO,GAGGIO MONTANO,8037027,8,37,27,44.218404,10.981167,4893,1949412,1549571,3498983,55.7,317,715
2016,BO,GAGGIO MONTANO,8037027,8,37,27,44.218404,10.981167,4837,2171749,1513121,3684870,58.9,313,762
2010,BO,GALLIERA,8037028,8,37,28,44.746951,11.429370,5555,1144952,1814610,2959562,38.7,327,533
2011,BO,GALLIERA,8037028,8,37,28,44.746951,11.429370,5562,1077247,1705220,2782467,38.7,307,500
2012,BO,GALLIERA,8037028,8,37,28,44.746951,11.429370,5500,1098691,1624770,2723461,40.3,295,495
2013,BO,GALLIERA,8037028,8,37,28,44.746951,11.429370,5431,1661002,824050,2485052,66.8,152,458
2014,BO,GALLIERA,8037028,8,37,28,44.746951,11.429370,5436,2117625,561730,2679355,79.0,103,493
2015,BO,GALLIERA,8037028,8,37,28,44.746951,11.429370,5440,2024455,581680,2606135,77.7,107,479
2016,BO,GALLIERA,8037028,8,37,28,44.746951,11.429370,5458,2190048,611220,2801268,78.2,112,513
2010,BO,GRANAGLIONE,8037029,8,37,29,44.109280,10.939933,2266,406903,1002894,1409797,28.9,443,622
2011,BO,GRANAGLIONE,8037029,8,37,29,44.109280,10.939933,2267,436428,948540,1384968,31.5,418,611
