anno,PROVINCIA,COMUNE,ISTAT_COD,ISTAT_RER,ISTAT_PROV,ISTAT_COM,LATITUDE,LONGITUDE,Abitanti,RD(kg),RI(kg),RU(kg),RD(%),RI(kg/ab),RU(kg/ab)
2016,PR,TORNOLO,8034040,8,34,40,44.450045,9.546976,985,165003,421112,586115,28.2,428,595
2010,PR,TORRILE,8034041,8,34,41,44.901577,10.342964,7804,2697259,1103628,3800887,71.0,141,487
2011,PR,TORRILE,8034041,8,34,41,44.901577,10.342964,7810,2637255,1045484,3682739,71.6,134,472
2012,PR,TORRILE,8034041,8,34,41,44.901577,10.342964,7642,2488613,1022245,3510858,70.9,134,459
2013,PR,TORRILE,8034041,8,34,41,44.901577,10.342964,7672,2596889,1124980,3721869,69.8,147,485
2014,PR,TORRILE,8034041,8,34,41,44.901577,10.342964,7682,2596663,1114925,3711588,70.0,145,483
2015,PR,TORRILE,8034041,8,34,41,44.901577,10.342964,7720,3044184,1122514,4166698,73.1,145,540
2016,PR,TORRILE,8034041,8,34,41,44.901577,10.342964,7777,2908266,1140363,4048629,71.8,147,521
2010,PR,TRAVERSETOLO,8034042,8,34,42,44.634144,10.372254,9339,4606189,3041210,7647399,60.2,326,819
2011,PR,TRAVERSETOLO,8034042,8,34,42,44.634144,10.372254,9408,4908726,1088408,5997134,81.9,116,637
2012,PR,TRAVERSETOLO,8034042,8,34,42,44.634144,10.372254,9485,4599628,1118872,5718500,80.4,118,603
2013,PR,TRAVERSETOLO,8034042,8,34,42,44.634144,10.372254,9454,4567730,1090770,5658500,80.7,115,599
2014,PR,TRAVERSETOLO,8034042,8,34,42,44.634144,10.372254,9444,4289477,1116833,5406310,79.3,118,572
2015,PR,TRAVERSETOLO,8034042,8,34,42,44.634144,10.372254,9428,5642177,1161861,6804038,82.9,123,722
2016,PR,TRAVERSETOLO,8034042,8,34,42,44.634144,10.372254,9484,5671559,1190968,6862527,82.6,126,724
2010,PR,VALMOZZOLA,8034044,8,34,44,44.575690,9.874835,585,77323,236894,314217,24.6,405,537
2011,PR,VALMOZZOLA,8034044,8,34,44,44.575690,9.874835,579,83934,204928,288862,29.1,354,499
2012,PR,VALMOZZOLA,8034044,8,34,44,44.575690,9.874835,565,86237,188051,274288,31.4,333,485
2013,PR,VALMOZZOLA,8034044,8,34,44,44.575690,9.874835,558,83805,188108,271913,30.8,337,487
2014,PR,VALMOZZOLA,8034044,8,34,44,44.575690,9.874835,551,92785,197709,290494,31.9,359,527
2015,PR,VALMOZZOLA,8034044,8,34,44,44.575690,9.874835,537,86085,194420,280505,30.7,362,522
2016,PR,VALMOZZOLA,8034044,8,34,44,44.575690,9.874835,533,74002,189000,263002,28.1,355,493
2010,PR,VARANO DE' MELEGARI,8034045,8,34,45,44.692746,9.982731,2704,540675,689781,1230456,43.9,255,455
2011,PR,VARANO DE' MELEGARI,8034045,8,34,45,44.692746,9.982731,2710,544970,647442,1192412,45.7,239,440
2012,PR,VARANO DE' MELEGARI,8034045,8,34,45,44.692746,9.982731,2698,565637,621768,1187405,47.6,230,440
2013,PR,VARANO DE' MELEGARI,8034045,8,34,45,44.692746,9.982731,2692,646306,635711,1282017,50.4,236,476
2014,PR,VARANO DE' MELEGARI,8034045,8,34,45,44.692746,9.982731,2688,883544,482736,1366280,64.7,180,508
2015,PR,VARANO DE' MELEGARI,8034045,8,34,45,44.692746,9.982731,2681,910086,513149,1423235,63.9,191,531
2016,PR,VARANO DE' MELEGARI,8034045,8,34,45,44.692746,9.982731,2679,855123,564580,1419703,60.2,211,530
2010,PR,VARSI,8034046,8,34,46,44.642826,9.849482,1300,194684,518784,713468,27.3,399,549
2011,PR,VARSI,8034046,8,34,46,44.642826,9.849482,1288,220886,502467,723353,30.5,390,562
2012,PR,VARSI,8034046,8,34,46,44.642826,9.849482,1278,225046,503160,728206,30.9,394,570
2013,PR,VARSI,8034046,8,34,46,44.642826,9.849482,1266,247556,480801,728357,34.0,380,575
2014,PR,VARSI,8034046,8,34,46,44.642826,9.849482,1258,245809,499013,744822,33.0,397,592
2015,PR,VARSI,8034046,8,34,46,44.642826,9.849482,1230,264803,474222,739025,35.8,386,601
2016,PR,VARSI,8034046,8,34,46,44.642826,9.849482,1204,207818,478240,686058,30.3,397,570
2010,PR,ZIBELLO,8034048,8,34,48,45.012323,10.151811,1863,1106154,246740,1352894,81.8,132,726
2011,PR,ZIBELLO,8034048,8,34,48,45.012323,10.151811,1850,1057198,252589,1309787,80.7,137,708
2012,PR,ZIBELLO,8034048,8,34,48,45.012323,10.151811,1822,993656,243882,1237538,80.3,134,679
2013,PR,ZIBELLO,8034048,8,34,48,45.012323,10.151811,1837,1028101,245716,1273817,80.7,134,693
2014,PR,ZIBELLO,8034048,8,34,48,45.012323,10.151811,1833,971585,239946,1211531,80.2,131,661
2015,PR,ZIBELLO,8034048,8,34,48,45.012323,10.151811,1817,994305,247039,1241344,80.1,136,683
2010,PR,SISSA TRECASALI,8034049,8,34,49,44.948026,10.279616,7990,4238841,981687,5220528,81.2,123,653
2011,PR,SISSA TRECASALI,8034049,8,34,49,44.948026,10.279616,8029,4310453,1082871,5393324,79.9,135,672
2012,PR,SISSA TRECASALI,8034049,8,34,49,44.948026,10.279616,7999,3911024,1025267,4936291,79.2,128,617
2013,PR,SISSA TRECASALI,8034049,8,34,49,44.948026,10.279616,7952,3728518,1012962,4741480,78.6,127,596
2014,PR,SISSA TRECASALI,8034049,8,34,49,44.948026,10.279616,7937,3646739,1023177,4669916,78.1,129,588
2015,PR,SISSA TRECASALI,8034049,8,34,49,44.948026,10.279616,7897,4074165,997769,5071934,80.3,126,642
2016,PR,SISSA TRECASALI,8034049,8,34,49,44.948026,10.279616,7867,3937899,974983,4912882,80.2,124,624
2016,PR,POLESINE ZIBELLO,8034050,8,34,50,45.012239,10.102057,3180,1799879,474222,2274101,79.1,149,715
2010,RE,ALBINEA,8035001,8,35,1,44.608727,10.613151,8766,5493573,2609741,8103314,67.8,298,924
2011,RE,ALBINEA,8035001,8,35,1,44.608727,10.613151,8837,5536909,2530842,8067751,68.6,286,913
2012,RE,ALBINEA,8035001,8,35,1,44.608727,10.613151,8882,5270992,2378990,7649982,68.9,268,861
2013,RE,ALBINEA,8035001,8,35,1,44.608727,10.613151,8887,5244589,2460440,7705029,68.1,277,867
2014,RE,ALBINEA,8035001,8,35,1,44.608727,10.613151,8883,5570486,2296550,7867036,70.8,259,886
2015,RE,ALBINEA,8035001,8,35,1,44.608727,10.613151,8850,6203041,2288570,8491611,73.0,259,960
2016,RA,ALBINEA,8035001,8,35,1,44.608727,10.613151,8814,5910315,2014080,7924395,74.6,229,899
2010,RE,BAGNOLO IN PIANO,8035002,8,35,2,44.784129,10.678997,9536,3540126,2584710,6124836,57.8,271,642
2011,RE,BAGNOLO IN PIANO,8035002,8,35,2,44.784129,10.678997,9605,3778457,2282910,6061367,62.3,238,631
2012,RE,BAGNOLO IN PIANO,8035002,8,35,2,44.784129,10.678997,9715,3654322,2220620,5874942,62.2,229,605
2013,RE,BAGNOLO IN PIANO,8035002,8,35,2,44.784129,10.678997,9694,4802951,1122920,5925871,81.1,116,611
2014,RE,BAGNOLO IN PIANO,8035002,8,35,2,44.784129,10.678997,9713,4935965,1219900,6155865,80.2,126,634
2015,RE,BAGNOLO IN PIANO,8035002,8,35,2,44.784129,10.678997,9786,5494404,1152300,6646704,82.7,118,679
2016,RA,BAGNOLO IN PIANO,8035002,8,35,2,44.784129,10.678997,9820,4677759,1306000,5983759,78.2,133,609
2010,RE,BAISO,8035003,8,35,3,44.481199,10.621674,3440,529056,1228050,1757106,30.1,357,511
2011,RE,BAISO,8035003,8,35,3,44.481199,10.621674,3430,575088,1183831,1758919,32.7,345,513
2012,RE,BAISO,8035003,8,35,3,44.481199,10.621674,3371,531761,1174426,1706187,31.2,348,506
2013,RE,BAISO,8035003,8,35,3,44.481199,10.621674,3406,551083,1162580,1713663,32.2,341,503
2014,RE,BAISO,8035003,8,35,3,44.481199,10.621674,3391,839726,1088220,1927946,43.6,321,569
2015,RE,BAISO,8035003,8,35,3,44.481199,10.621674,3321,964055,1070680,2034735,47.4,322,613
2016,RE,BAISO,8035003,8,35,3,44.481199,10.621674,3287,1042820,1088830,2131650,48.9,331,649
2010,RE,BIBBIANO,8035004,8,35,4,44.672902,10.478813,10021,4750655,3048540,7799195,60.9,304,778
2011,RE,BIBBIANO,8035004,8,35,4,44.672902,10.478813,10185,4659718,2924410,7584128,61.4,287,745
2012,RE,BIBBIANO,8035004,8,35,4,44.672902,10.478813,10228,4278170,2927840,7206010,59.4,286,705
2013,RE,BIBBIANO,8035004,8,35,4,44.672902,10.478813,10229,4235625,3000300,7235925,58.5,293,707
2014,RE,BIBBIANO,8035004,8,35,4,44.672902,10.478813,10260,4701688,3036920,7738608,60.8,296,754
2015,RE,BIBBIANO,8035004,8,35,4,44.672902,10.478813,10287,4789116,3129510,7918626,60.5,304,770
2016,RE,BIBBIANO,8035004,8,35,4,44.672902,10.478813,10269,5577748,1996492,7574240,73.6,194,738
2010,RE,BORETTO,8035005,8,35,5,44.895908,10.561735,5335,2391495,1572140,3963635,60.3,295,743
2011,RE,BORETTO,8035005,8,35,5,44.895908,10.561735,5401,2562227,1427015,3989242,64.2,264,739
2012,RE,BORETTO,8035005,8,35,5,44.895908,10.561735,5393,2597866,1537540,4135406,62.8,285,767
2013,RE,BORETTO,8035005,8,35,5,44.895908,10.561735,5314,3227556,1134730,4362286,74.0,214,821
2014,RE,BORETTO,8035005,8,35,5,44.895908,10.561735,5310,3323357,472910,3796267,87.5,89,715
2015,RE,BORETTO,8035005,8,35,5,44.895908,10.561735,5280,3619424,441070,4060494,89.1,84,769
2016,RE,BORETTO,8035005,8,35,5,44.895908,10.561735,5282,3538186,414490,3952676,89.5,78,748
2010,RE,BRESCELLO,8035006,8,35,6,44.883832,10.491604,5604,2493409,2329640,4823049,51.7,416,861
2011,RE,BRESCELLO,8035006,8,35,6,44.883832,10.491604,5621,2687119,2397660,5084779,52.8,427,905
2012,RE,BRESCELLO,8035006,8,35,6,44.883832,10.491604,5653,3016540,2095410,5111950,59.0,371,904
2013,RE,BRESCELLO,8035006,8,35,6,44.883832,10.491604,5618,4507212,567380,5074592,88.8,101,903
2014,RE,BRESCELLO,8035006,8,35,6,44.883832,10.491604,5623,4655506,654830,5310336,87.7,116,944
2015,RE,BRESCELLO,8035006,8,35,6,44.883832,10.491604,5631,4997788,577490,5575278,89.6,103,990
2016,RE,BRESCELLO,8035006,8,35,6,44.883832,10.491604,5642,4674729,580000,5254729,89.0,103,931
2010,RE,BUSANA,8035007,8,35,7,44.379214,10.324228,1319,507024,556680,1063704,47.7,422,806
2011,RE,BUSANA,8035007,8,35,7,44.379214,10.324228,1320,525437,541750,1067187,49.2,410,808
2012,RE,BUSANA,8035007,8,35,7,44.379214,10.324228,1306,466245,514050,980295,47.6,394,751
2013,RE,BUSANA,8035007,8,35,7,44.379214,10.324228,1269,478947,483720,962667,49.8,381,759
2014,RE,BUSANA,8035007,8,35,7,44.379214,10.324228,1268,544322,504760,1049082,51.9,398,827
2015,RE,BUSANA,8035007,8,35,7,44.379214,10.324228,1274,433810,498100,931910,46.6,391,731
2010,RE,CADELBOSCO DI SOPRA,8035008,8,35,8,44.796152,10.618732,10542,4222905,3337220,7560125,55.9,317,717
2011,RE,CADELBOSCO DI SOPRA,8035008,8,35,8,44.796152,10.618732,10579,4006840,3337030,7343870,54.6,315,694
2012,RE,CADELBOSCO DI SOPRA,8035008,8,35,8,44.796152,10.618732,10546,4037768,2961940,6999708,57.7,281,664
2013,RE,CADELBOSCO DI SOPRA,8035008,8,35,8,44.796152,10.618732,10600,5082907,1155670,6238577,81.5,109,589
2014,RE,CADELBOSCO DI SOPRA,8035008,8,35,8,44.796152,10.618732,10607,5366023,1255620,6621643,81.0,118,624
2015,RE,CADELBOSCO DI SOPRA,8035008,8,35,8,44.796152,10.618732,10661,5274510,1303860,6578370,80.2,122,617
2016,RE,CADELBOSCO DI SOPRA,8035008,8,35,8,44.796152,10.618732,10682,4719428,1268680,5988108,78.8,119,561
2010,RE,CAMPAGNOLA EMILIA,8035009,8,35,9,44.843292,10.762783,5594,2682297,1365890,4048187,66.3,244,724
2011,RE,CAMPAGNOLA EMILIA,8035009,8,35,9,44.843292,10.762783,5609,2597331,1413960,4011291,64.8,252,715
2012,RE,CAMPAGNOLA EMILIA,8035009,8,35,9,44.843292,10.762783,5661,2515569,1335430,3850999,65.3,236,680
2013,RE,CAMPAGNOLA EMILIA,8035009,8,35,9,44.843292,10.762783,5629,2524793,1323690,3848483,65.6,235,684
2014,RE,CAMPAGNOLA EMILIA,8035009,8,35,9,44.843292,10.762783,5664,2641295,1257070,3898365,67.8,222,688
2015,RE,CAMPAGNOLA EMILIA,8035009,8,35,9,44.843292,10.762783,5646,3249853,639320,3889173,83.6,113,689
2016,RE,CAMPAGNOLA EMILIA,8035009,8,35,9,44.843292,10.762783,5624,3191741,694750,3886491,82.1,124,691
2010,RE,CAMPEGINE,8035010,8,35,10,44.779234,10.524918,5187,2190640,1907000,4097640,53.5,368,790
2011,RE,CAMPEGINE,8035010,8,35,10,44.779234,10.524918,5225,2238278,1809200,4047478,55.3,346,775
2012,RE,CAMPEGINE,8035010,8,35,10,44.779234,10.524918,5216,2190102,1846780,4036882,54.3,354,774
2013,RE,CAMPEGINE,8035010,8,35,10,44.779234,10.524918,5209,2302235,1241380,3543615,65.0,238,680
2014,RE,CAMPEGINE,8035010,8,35,10,44.779234,10.524918,5229,2784899,882600,3667499,75.9,169,701
2015,RE,CAMPEGINE,8035010,8,35,10,44.779234,10.524918,5232,2978590,909340,3887930,76.6,174,743
2016,RE,CAMPEGINE,8035010,8,35,10,44.779234,10.524918,5237,2772554,913680,3686234,75.2,174,704
2010,RE,CARPINETI,8035011,8,35,11,44.451887,10.530062,4223,1420141,1514620,2934761,48.4,359,695
2011,RE,CARPINETI,8035011,8,35,11,44.451887,10.530062,4193,1603090,1487690,3090780,51.9,355,737
2012,RE,CARPINETI,8035011,8,35,11,44.451887,10.530062,4168,1553984,1345785,2899769,53.6,323,696
2013,RE,CARPINETI,8035011,8,35,11,44.451887,10.530062,4124,1494664,1316400,2811064,53.2,319,682
2014,RE,CARPINETI,8035011,8,35,11,44.451887,10.530062,4103,1930895,1196560,3127455,61.7,292,762
2015,RE,CARPINETI,8035011,8,35,11,44.451887,10.530062,4076,2020928,1166190,3187118,63.4,286,782
2016,RE,CARPINETI,8035011,8,35,11,44.451887,10.530062,4014,1916431,1237410,3153841,60.8,308,786
2010,RE,CASALGRANDE,8035012,8,35,12,44.588627,10.752190,18785,7139107,5812050,12951157,55.1,309,689
2011,RE,CASALGRANDE,8035012,8,35,12,44.588627,10.752190,19004,8058017,5436740,13494757,59.7,286,710
2012,RE,CASALGRANDE,8035012,8,35,12,44.588627,10.752190,19041,7832589,5435690,13268279,59.0,285,697
2013,RE,CASALGRANDE,8035012,8,35,12,44.588627,10.752190,19105,8620366,5535340,14155706,60.9,290,741
2014,RE,CASALGRANDE,8035012,8,35,12,44.588627,10.752190,19231,8958729,5421270,14379999,62.3,282,748
2015,RE,CASALGRANDE,8035012,8,35,12,44.588627,10.752190,19327,9791537,5152400,14943937,65.5,267,773
2016,RE,CASALGRANDE,8035012,8,35,12,44.588627,10.752190,19250,10227002,5601620,15828622,64.6,291,822
2010,RE,CASINA,8035013,8,35,13,44.527558,10.489870,4538,917578,1560520,2478098,37.0,344,546
2011,RE,CASINA,8035013,8,35,13,44.527558,10.489870,4568,1236856,1444000,2680856,46.1,316,587
2012,RE,CASINA,8035013,8,35,13,44.527558,10.489870,4575,1128069,1386660,2514729,44.9,303,550
2013,RE,CASINA,8035013,8,35,13,44.527558,10.489870,4542,1187306,1255930,2443236,48.6,277,538
2014,RE,CASINA,8035013,8,35,13,44.527558,10.489870,4502,1264442,1450800,2715242,46.6,322,603
2015,RE,CASINA,8035013,8,35,13,44.527558,10.489870,4514,1316396,1323060,2639456,49.9,293,585
2016,RE,CASINA,8035013,8,35,13,44.527558,10.489870,4530,1301393,1459110,2760503,47.1,322,609
2010,RE,CASTELLARANO,8035014,8,35,14,44.522805,10.701776,15114,5546424,4029100,9575524,57.9,267,634
2011,RE,CASTELLARANO,8035014,8,35,14,44.522805,10.701776,15206,5463700,3735510,9199210,59.4,246,605
2012,RE,CASTELLARANO,8035014,8,35,14,44.522805,10.701776,15254,4783719,3692892,8476611,56.4,242,556
2013,RE,CASTELLARANO,8035014,8,35,14,44.522805,10.701776,15227,5267111,3652980,8920091,59.0,240,586
2014,RE,CASTELLARANO,8035014,8,35,14,44.522805,10.701776,15269,5714291,3913960,9628251,59.3,256,631
2015,RE,CASTELLARANO,8035014,8,35,14,44.522805,10.701776,15254,6008823,3736150,9744973,61.7,245,639
2016,RE,CASTELLARANO,8035014,8,35,14,44.522805,10.701776,15298,6563688,4005510,10569198,62.1,262,691
2010,RE,CASTELNOVO DI SOTTO,8035015,8,35,15,44.821838,10.577593,8673,4096638,2879940,6976578,58.7,332,804
2011,RE,CASTELNOVO DI SOTTO,8035015,8,35,15,44.821838,10.577593,8744,4523523,2717880,7241403,62.5,311,828
2012,RE,CASTELNOVO DI SOTTO,8035015,8,35,15,44.821838,10.577593,8637,4041933,2641450,6683383,60.5,306,774
2013,RE,CASTELNOVO DI SOTTO,8035015,8,35,15,44.821838,10.577593,8640,5264781,1036960,6301741,83.5,120,729
2014,RE,CASTELNOVO DI SOTTO,8035015,8,35,15,44.821838,10.577593,8439,5244138,1114350,6358488,82.5,132,753
2015,RE,CASTELNOVO DI SOTTO,8035015,8,35,15,44.821838,10.577593,8482,5881789,1090380,6972169,84.4,129,822
2016,RE,CASTELNOVO DI SOTTO,8035015,8,35,15,44.821838,10.577593,8555,5072341,1121650,6193991,81.9,131,724
2010,RE,CASTELNOVO NE' MONTI,8035016,8,35,16,44.438711,10.416986,10761,3431626,3897320,7328946,46.8,362,681
2011,RE,CASTELNOVO NE' MONTI,8035016,8,35,16,44.438711,10.416986,10744,3740875,3860871,7601746,49.2,359,708
2012,RE,CASTELNOVO NE' MONTI,8035016,8,35,16,44.438711,10.416986,10715,3400799,3654546,7055345,48.2,341,658
2013,RE,CASTELNOVO NE' MONTI,8035016,8,35,16,44.438711,10.416986,10603,3469518,3668609,7138127,48.6,346,673
2014,RE,CASTELNOVO NE' MONTI,8035016,8,35,16,44.438711,10.416986,10543,4233342,2733910,6967252,60.8,259,661
2015,RE,CASTELNOVO NE' MONTI,8035016,8,35,16,44.438711,10.416986,10447,4214990,2463693,6678683,63.1,236,639
2016,RE,CASTELNOVO NE' MONTI,8035016,8,35,16,44.438711,10.416986,10452,4333658,2319010,6652668,65.1,222,636
2010,RE,CAVRIAGO,8035017,8,35,17,44.703261,10.526927,9750,8247575,3512780,11760355,70.1,360,1206
2011,RE,CAVRIAGO,8035017,8,35,17,44.703261,10.526927,9769,9124125,3474450,12598575,72.4,356,1290
2012,RE,CAVRIAGO,8035017,8,35,17,44.703261,10.526927,9728,10083324,3432100,13515424,74.6,353,1389
2013,RE,CAVRIAGO,8035017,8,35,17,44.703261,10.526927,9772,9740418,3473543,13213961,73.7,355,1352
2014,RE,CAVRIAGO,8035017,8,35,17,44.703261,10.526927,9818,9016290,3508780,12525070,72.0,357,1276
2015,RE,CAVRIAGO,8035017,8,35,17,44.703261,10.526927,9853,11874592,3292087,15166679,78.3,334,1539
2016,RE,CAVRIAGO,8035017,8,35,17,44.703261,10.526927,9892,13167036,1328026,14495062,90.8,134,1465
2010,RE,CANOSSA,8035018,8,35,18,44.551030,10.412844,3843,1588973,1264950,2853923,55.7,329,743
2011,RE,CANOSSA,8035018,8,35,18,44.551030,10.412844,3883,1569105,1196140,2765245,56.7,308,712
2012,RE,CANOSSA,8035018,8,35,18,44.551030,10.412844,3912,1610714,1201070,2811784,57.3,307,719
2013,RE,CANOSSA,8035018,8,35,18,44.551030,10.412844,3855,1570951,1150830,2721781,57.7,299,706
2014,RE,CANOSSA,8035018,8,35,18,44.551030,10.412844,3860,1757445,1074890,2832335,62.0,278,734
2015,RE,CANOSSA,8035018,8,35,18,44.551030,10.412844,3855,1535853,1028280,2564133,59.9,267,665
2016,RE,CANOSSA,8035018,8,35,18,44.551030,10.412844,3784,1756531,1084290,2840821,61.8,287,751
2010,RE,COLLAGNA,8035019,8,35,19,44.325106,10.258641,984,365918,523650,889568,41.1,532,904
2011,RE,COLLAGNA,8035019,8,35,19,44.325106,10.258641,990,411189,463291,874480,47.0,468,883
2012,RE,COLLAGNA,8035019,8,35,19,44.325106,10.258641,972,344025,451588,795613,43.2,465,819
2013,RE,COLLAGNA,8035019,8,35,19,44.325106,10.258641,958,318953,462800,781753,40.8,483,816
2014,RE,COLLAGNA,8035019,8,35,19,44.325106,10.258641,939,359327,504560,863887,41.6,537,920
2015,RE,COLLAGNA,8035019,8,35,19,44.325106,10.258641,942,363147,510310,873457,41.6,542,927
2010,RE,CORREGGIO,8035020,8,35,20,44.762979,10.765661,25396,15085691,6565315,21651006,69.7,259,853
2011,RE,CORREGGIO,8035020,8,35,20,44.762979,10.765661,25487,16645047,6571570,23216617,71.7,258,911
2012,RE,CORREGGIO,8035020,8,35,20,44.762979,10.765661,25838,13489081,6663730,20152811,66.9,258,780
2013,RE,CORREGGIO,8035020,8,35,20,44.762979,10.765661,25754,13685598,6452430,20138028,68.0,251,782
2014,RE,CORREGGIO,8035020,8,35,20,44.762979,10.765661,25931,14454352,5950880,20405232,70.8,229,787
2015,RE,CORREGGIO,8035020,8,35,20,44.762979,10.765661,25896,17251942,5988900,23240842,74.2,231,897
2016,RE,CORREGGIO,8035020,8,35,20,44.762979,10.765661,25707,17405740,5746400,23152140,75.2,224,901
2010,RE,FABBRICO,8035021,8,35,21,44.875853,10.813146,6750,2531279,1533610,4064889,62.3,227,602
2011,RE,FABBRICO,8035021,8,35,21,44.875853,10.813146,6788,2658045,1491660,4149705,64.1,220,611
2012,RE,FABBRICO,8035021,8,35,21,44.875853,10.813146,6829,2505412,1525740,4031152,62.2,223,590
2013,RE,FABBRICO,8035021,8,35,21,44.875853,10.813146,6787,2643750,1567880,4211630,62.8,231,621
2014,RE,FABBRICO,8035021,8,35,21,44.875853,10.813146,6799,3108841,1372760,4481601,69.4,202,659
2015,RE,FABBRICO,8035021,8,35,21,44.875853,10.813146,6697,3839049,756250,4595299,83.5,113,686
2016,RE,FABBRICO,8035021,8,35,21,44.875853,10.813146,6646,3212884,761520,3974404,80.8,115,598
2010,RE,GATTATICO,8035022,8,35,22,44.799924,10.471694,5935,3805046,1663450,5468496,69.6,280,921
2011,RE,GATTATICO,8035022,8,35,22,44.799924,10.471694,5978,4108141,1634700,5742841,71.5,273,961
2012,RE,GATTATICO,8035022,8,35,22,44.799924,10.471694,5971,3573051,1688260,5261311,67.9,283,881
2013,RE,GATTATICO,8035022,8,35,22,44.799924,10.471694,5926,3461193,1840300,5301493,65.3,311,895
2014,RE,GATTATICO,8035022,8,35,22,44.799924,10.471694,5895,3768411,1298730,5067141,74.4,220,860
2015,RE,GATTATICO,8035022,8,35,22,44.799924,10.471694,5855,3964969,712200,4677169,84.8,122,799
2016,RE,GATTATICO,8035022,8,35,22,44.799924,10.471694,5821,4290541,808510,5099051,84.1,139,876
2010,RE,GUALTIERI,8035023,8,35,23,44.881673,10.616882,6696,2739558,2169950,4909508,55.8,324,733
2011,RE,GUALTIERI,8035023,8,35,23,44.881673,10.616882,6667,2932729,1774385,4707114,62.3,266,706
2012,RE,GUALTIERI,8035023,8,35,23,44.881673,10.616882,6641,3037335,1773910,4811245,63.1,267,724
2013,RE,GUALTIERI,8035023,8,35,23,44.881673,10.616882,6591,2984684,1818100,4802784,62.1,276,729
2014,RE,GUALTIERI,8035023,8,35,23,44.881673,10.616882,6576,3671039,1174910,4845949,75.8,179,737
2015,RE,GUALTIERI,8035023,8,35,23,44.881673,10.616882,6561,4220256,539710,4759966,88.7,82,725
2016,RE,GUALTIERI,8035023,8,35,23,44.881673,10.616882,6467,4042482,536350,4578832,88.3,83,708
2010,RE,GUASTALLA,8035024,8,35,24,44.905304,10.681928,15191,7661509,4197600,11859109,64.6,276,781
2011,RE,GUASTALLA,8035024,8,35,24,44.905304,10.681928,15191,7892451,4084340,11976791,65.9,269,788
2012,RE,GUASTALLA,8035024,8,35,24,44.905304,10.681928,15250,7661555,3775560,11437115,67.0,248,750
2013,RE,GUASTALLA,8035024,8,35,24,44.905304,10.681928,15132,7736917,3938550,11675467,66.3,260,772
2014,RE,GUASTALLA,8035024,8,35,24,44.905304,10.681928,15073,8149746,4307820,12457566,65.4,286,826
2015,RE,GUASTALLA,8035024,8,35,24,44.905304,10.681928,15216,9269188,4191130,13460318,68.9,275,885
2016,RE,GUASTALLA,8035024,8,35,24,44.905304,10.681928,15120,10474727,1253635,11728362,89.3,83,776
2010,RE,LIGONCHIO,8035025,8,35,25,44.305241,10.350219,875,277126,374410,651536,42.5,428,745
2011,RE,LIGONCHIO,8035025,8,35,25,44.305241,10.350219,868,342807,342236,685043,50.0,394,789
2012,RE,LIGONCHIO,8035025,8,35,25,44.305241,10.350219,853,289853,332974,622827,46.5,390,730
2013,RE,LIGONCHIO,8035025,8,35,25,44.305241,10.350219,851,277102,343550,620652,44.6,404,729
2014,RE,LIGONCHIO,8035025,8,35,25,44.305241,10.350219,840,280616,370860,651476,43.1,442,776
2015,RE,LIGONCHIO,8035025,8,35,25,44.305241,10.350219,819,239377,376080,615457,38.9,459,751
2010,RE,LUZZARA,8035026,8,35,26,44.953757,10.711114,9134,4587297,2949780,7537077,60.9,323,825
2011,RE,LUZZARA,8035026,8,35,26,44.953757,10.711114,9223,4619199,2867370,7486569,61.7,311,812
2012,RE,LUZZARA,8035026,8,35,26,44.953757,10.711114,9304,4595485,3115830,7711315,59.6,335,829
2013,RE,LUZZARA,8035026,8,35,26,44.953757,10.711114,9372,4725362,3290910,8016272,58.9,351,855
2014,RE,LUZZARA,8035026,8,35,26,44.953757,10.711114,9337,5364638,3186950,8551588,62.7,341,916
2015,RE,LUZZARA,8035026,8,35,26,44.953757,10.711114,9271,6349318,2921010,9270328,68.5,315,1000
2016,RE,LUZZARA,8035026,8,35,26,44.953757,10.711114,9155,4998060,3061360,8059420,62.0,334,880
2010,RE,MONTECCHIO EMILIA,8035027,8,35,27,44.707752,10.459787,10416,5122523,3459540,8582063,59.7,332,824
2011,RE,MONTECCHIO EMILIA,8035027,8,35,27,44.707752,10.459787,10549,5712071,3266280,8978351,63.6,310,851
2012,RE,MONTECCHIO EMILIA,8035027,8,35,27,44.707752,10.459787,10382,5450859,3230070,8680929,62.8,311,836
2013,RE,MONTECCHIO EMILIA,8035027,8,35,27,44.707752,10.459787,10491,4768963,3315820,8084783,59.0,316,771
2014,RE,MONTECCHIO EMILIA,8035027,8,35,27,44.707752,10.459787,10535,5783709,3460060,9243769,62.6,328,877
2015,RE,MONTECCHIO EMILIA,8035027,8,35,27,44.707752,10.459787,10561,5638513,3152422,8790935,64.1,298,832
2016,RE,MONTECCHIO EMILIA,8035027,8,35,27,44.707752,10.459787,10626,7266912,1528835,8795747,82.6,144,828
2010,RE,NOVELLARA,8035028,8,35,28,44.845405,10.708584,13858,5757098,4015577,9772675,58.9,290,705
2011,RE,NOVELLARA,8035028,8,35,28,44.845405,10.708584,13937,6049874,3846480,9896354,61.1,276,710
2012,RE,NOVELLARA,8035028,8,35,28,44.845405,10.708584,14028,6215845,3672652,9888497,62.9,262,705
2013,RE,NOVELLARA,8035028,8,35,28,44.845405,10.708584,13797,6183936,3706780,9890716,62.5,269,717
2014,RE,NOVELLARA,8035028,8,35,28,44.845405,10.708584,13774,6683557,3771228,10454785,63.9,274,759
